"","samp","type","maxwt","minwt","time","diff","percH2O","Date.fished","Date.processed","Date.landed","Vessel","lon","lat","ID","sh","sex"
"157",346,"gonad",2.87,0.43,5.875,2.44,0.850174216027874,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,346,"131.16999999999999","NA"
"158",347,"gonad",1.29,0.22,2.83333333333333,1.07,0.829457364341085,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,347,"106.66","NA"
"159",348,"gonad",5.02,0.59,4.07638888888889,4.43,0.882470119521912,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,348,"137.13","m"
"160",350,"gonad",1.96,0.26,2.83333333333333,1.7,0.86734693877551,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,350,"104.52","m"
"161",351,"gonad",3.88,0.5,4.07638888888889,3.38,0.871134020618557,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,351,"120.22","m"
"162",352,"gonad",4.25,0.46,4.07638888888889,3.79,0.891764705882353,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,352,"119.3","m"
"163",353,"gonad",1.81,0.26,7.85416666666667,1.55,0.856353591160221,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,353,"121.91","NA"
"164",354,"gonad",3.79,0.56,4.07638888888889,3.23,0.852242744063325,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,354,"123.33","f"
"165",356,"gonad",4.07,0.62,5.875,3.45,0.847665847665848,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,356,"132.62","f"
"166",357,"gonad",3.3,0.93,2.83333333333333,2.37,0.718181818181818,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,357,"113.74","f"
"167",358,"gonad",3.92,0.57,4.07638888888889,3.35,0.854591836734694,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,358,"119.09","f"
"168",359,"gonad",2.34,0.22,2.83333333333333,2.12,0.905982905982906,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,359,"101.6","m"
"169",360,"gonad",1.59,0.44,7.85416666666667,1.15,0.723270440251572,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,360,"114.39","f"
"170",361,"gonad",2.39,0.31,2.83333333333333,2.08,0.870292887029289,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,361,"104.42","m"
"171",362,"gonad",1.63,0.2,4.07638888888889,1.43,0.877300613496933,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,362,"103.47","m"
"172",363,"gonad",1.6,0.31,2.83333333333333,1.29,0.80625,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,363,"114.43","m"
"173",364,"gonad",3.01,0.38,4.07638888888889,2.63,0.87375415282392,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,364,"124.05","f"
"174",365,"gonad",2.54,0.31,5.875,2.23,0.877952755905512,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,365,"105.39","m"
"175",366,"gonad",2.2,0.31,2.83333333333333,1.89,0.859090909090909,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,366,"109.62","f"
"176",367,"gonad",3.15,0.42,4.07638888888889,2.73,0.866666666666667,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,367,"114.91","m"
"177",368,"gonad",1.6,0.25,4.07638888888889,1.35,0.84375,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,368,"104.55","f"
"178",370,"gonad",1.69,0.26,5.875,1.43,0.846153846153846,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,370,"107.99","f"
"179",371,"gonad",2.58,0.4,2.83333333333333,2.18,0.844961240310078,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,371,"120.94","NA"
"180",381,"gonad",2.24,0.35,4.07638888888889,1.89,0.84375,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,381,"122.33","f"
"181",382,"gonad",4.66,0.57,4.07638888888889,4.09,0.877682403433476,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,382,"134.82","f"
"182",383,"gonad",3.63,0.45,4.07638888888889,3.18,0.87603305785124,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,383,"123.43","m"
"183",396,"gonad",3.52,0.69,6.85416666666667,2.83,0.803977272727273,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,396,"103.01","f"
"184",397,"gonad",5.33,0.99,5.07291666666667,4.34,0.814258911819887,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,397,"102.17","f"
"185",398,"gonad",4.06,0.82,6.85416666666667,3.24,0.798029556650246,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,398,"99.95","f"
"186",399,"gonad",2.44,0.39,6.85416666666667,2.05,0.840163934426229,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,399,"97.83","m"
"187",400,"gonad",4.19,0.74,6.85416666666667,3.45,0.823389021479713,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,400,"104.66","m"
"188",401,"gonad",2.35,0.33,6.85416666666667,2.02,0.859574468085107,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,401,"108.06","m"
"189",402,"gonad",3.53,0.53,5.07291666666667,3,0.84985835694051,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,402,"110.33","m"
"190",403,"gonad",2.02,0.29,5.07291666666667,1.73,0.856435643564356,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,403,"107.78","f"
"191",404,"gonad",7.12,1.59,5.07291666666667,5.53,0.776685393258427,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,404,"103.3","m"
"192",405,"gonad",4.19,0.87,5.875,3.32,0.79236276849642,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,405,"106.31","m"
"193",406,"gonad",3.97,0.62,6.85416666666667,3.35,0.843828715365239,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,406,"101.01","m"
"194",407,"gonad",2.19,0.34,5.89583333333333,1.85,0.844748858447489,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,407,"100.5","f"
"195",409,"gonad",2.71,0.43,5.07291666666667,2.28,0.841328413284133,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,409,"99.71","m"
"196",410,"gonad",4.55,0.93,5.07291666666667,3.62,0.795604395604396,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,410,"103.83","f"
"197",411,"gonad",1.83,0.27,5.07291666666667,1.56,0.852459016393443,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,411,"102.11","m"
"198",412,"gonad",1.5,0.24,5.07291666666667,1.26,0.84,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,412,"91.82","m"
"199",413,"gonad",5.17,0.61,5.07291666666667,4.56,0.882011605415861,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,413,"126.15","m"
"200",414,"gonad",2.99,0.41,5.07291666666667,2.58,0.862876254180602,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,414,"108","m"
"201",415,"gonad",1.9,0.33,5.07291666666667,1.57,0.826315789473684,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,415,"99.91","m"
"202",416,"gonad",6.81,1.36,5.875,5.45,0.800293685756241,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,416,"107.22","m"
"203",417,"gonad",3.48,0.69,5.07291666666667,2.79,0.801724137931034,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,417,"101.76","f"
"204",418,"gonad",2.18,0.34,5.875,1.84,0.844036697247706,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,418,"100.19","m"
"205",419,"gonad",4.68,0.93,5.875,3.75,0.801282051282051,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,419,"100.31","m"
"206",420,"gonad",4.43,0.51,5.89583333333333,3.92,0.884875846501129,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,420,"106.4","m"
"207",421,"gonad",2.5,0.33,5.89583333333333,2.17,0.868,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,421,"104.9","m"
"208",423,"gonad",4.52,0.88,5.875,3.64,0.805309734513274,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,423,"104.46","f"
"209",424,"gonad",5.19,0.73,6.85416666666667,4.46,0.859344894026975,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,424,"105.01","m"
"210",425,"gonad",3.25,0.58,6.85416666666667,2.67,0.821538461538462,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,425,"103.74","m"
"211",426,"gonad",3.1,0.53,6.85416666666667,2.57,0.829032258064516,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,426,"100.15","m"
"212",427,"gonad",2.71,0.42,5.875,2.29,0.845018450184502,2025-02-04,2025-02-05,2025-02-05,"Fortune Lady",-66.83183,42.04467,427,"98.33","m"
"213",450,"gonad",6.17,1.19,2.83333333333333,4.98,0.807131280388979,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,450,"103.11","f"
"214",451,"gonad",3.17,0.52,2.83333333333333,2.65,0.83596214511041,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,451,"100.83","f"
"215",452,"gonad",5.59,1.05,5.875,4.54,0.81216457960644,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,452,"102.25","f"
"216",453,"gonad",7.35,1.48,4.07638888888889,5.87,0.798639455782313,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,453,"98.28","f"
"217",454,"gonad",2.6,0.47,5.875,2.13,0.819230769230769,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,454,"95.49","m"
"218",455,"gonad",4.48,0.71,2.83333333333333,3.77,0.841517857142857,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,455,"108.48","m"
"219",456,"gonad",3.44,0.6,4.07638888888889,2.84,0.825581395348837,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,456,"99.47","m"
"220",457,"gonad",5.18,1.14,4.07638888888889,4.04,0.77992277992278,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,457,"103.9","f"
"221",459,"gonad",5,1.08,4.07638888888889,3.92,0.784,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,459,"97.61","f"
"222",461,"gonad",7.49,1.44,4.07638888888889,6.05,0.807743658210948,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,461,"113.54","f"
"223",462,"gonad",5.08,0.74,2.83333333333333,4.34,0.854330708661417,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,462,"111.51","f"
"224",463,"gonad",5.61,1.19,2.83333333333333,4.42,0.787878787878788,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,463,"100.77","f"
"225",464,"gonad",6.29,1.14,4.07638888888889,5.15,0.818759936406995,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,464,"104.21","m"
"226",465,"gonad",7.56,1.44,5.875,6.12,0.80952380952381,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,465,"113.9","m"
"227",466,"gonad",3.34,0.53,5.875,2.81,0.841317365269461,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,466,"104.32","m"
"228",467,"gonad",7.3,1.53,6.03125,5.77,0.79041095890411,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,467,"98.02","f"
"229",468,"gonad",6.01,1.19,2.83333333333333,4.82,0.801996672212978,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,468,"101.81","f"
"230",469,"gonad",4.22,0.78,7.85416666666667,3.44,0.815165876777251,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,469,"100.94","m"
"231",470,"gonad",3.18,0.48,2.83333333333333,2.7,0.849056603773585,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,470,"98.93","f"
"232",471,"gonad",5.08,0.84,2.83333333333333,4.24,0.834645669291339,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,471,"100.83","f"
"233",472,"gonad",5.36,1.13,4.07638888888889,4.23,0.789179104477612,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,472,"103.89","f"
"234",473,"gonad",13.46,2.9,6.9375,10.56,0.784546805349183,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,473,"114.02","f"
"235",474,"gonad",3.73,0.64,4.07638888888889,3.09,0.828418230563003,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,474,"106.4","m"
"236",475,"gonad",2.94,0.5,2.83333333333333,2.44,0.829931972789116,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,475,"93.95","m"
"237",476,"gonad",5.59,1.17,6.03125,4.42,0.790697674418605,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,476,"101.25","f"
"238",477,"gonad",5.6,1.16,4.07638888888889,4.44,0.792857142857143,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,477,"100.62","m"
"239",478,"gonad",3.1,0.62,2.83333333333333,2.48,0.8,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,478,"98.07","f"
"240",479,"gonad",3.12,0.58,4.07638888888889,2.54,0.814102564102564,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,479,"100.63","m"
"241",480,"gonad",4.77,0.96,5.875,3.81,0.79874213836478,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,480,"97.51","f"
"242",481,"gonad",4.85,1.06,2.83333333333333,3.79,0.781443298969072,2025-03-11,2025-03-12,2025-03-12,"Fortune Lady",-66.79917,42.01433,481,"98.36","f"
"243",504,"gonad",9.07,1.92,5.93055555555556,7.15,0.788313120176406,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,504,"104.33","m"
"244",505,"gonad",7.76,1.2,4.07638888888889,6.56,0.845360824742268,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,505,"111.47","f"
"245",506,"gonad",9.73,1.68,5.93055555555556,8.05,0.827338129496403,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,506,"119.02","m"
"246",507,"gonad",10.22,1.99,6.03125,8.23,0.805283757338552,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,507,"109.55","f"
"247",508,"gonad",10.06,1.66,4.07638888888889,8.4,0.834990059642147,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,508,"128.74","f"
"248",509,"gonad",5.21,1.08,4.07638888888889,4.13,0.792706333973129,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,509,"99.82","f"
"249",510,"gonad",13.97,2.89,6.03125,11.08,0.793128131710809,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,510,"130.26","f"
"250",511,"gonad",7.61,1.64,5.93055555555556,5.97,0.784494086727989,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,511,"99.29","m"
"251",512,"gonad",10.98,1.7,4.07638888888889,9.28,0.845173041894353,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,512,"125.19","m"
"252",513,"gonad",14.38,2.78,6.03125,11.6,0.806675938803894,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,513,"129.04","f"
"253",514,"gonad",4.61,0.8,5.93055555555556,3.81,0.82646420824295,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,514,"108.66","m"
"254",515,"gonad",15.94,2.55,7.88541666666667,13.39,0.840025094102886,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,515,"135.69999999999999","f"
"255",516,"gonad",17.44,3.96,6.9375,13.48,0.772935779816514,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,516,"108.7","m"
"256",517,"gonad",9.04,1.38,5.93055555555556,7.66,0.847345132743363,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,517,"126.23","f"
"257",518,"gonad",8.87,1.66,5.07291666666667,7.21,0.812852311161218,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,518,"106.25","f"
"258",519,"gonad",15.8,2.91,5.97916666666667,12.89,0.815822784810127,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,519,"128.86000000000001","f"
"259",520,"gonad",8.37,1.63,5.97916666666667,6.74,0.805256869772999,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,520,"107.92","f"
"260",521,"gonad",13.96,2.52,5.97916666666667,11.44,0.819484240687679,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,521,"140.81","f"
"261",522,"gonad",17.89,3.46,6.9375,14.43,0.806595863610956,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,522,"136.25","m"
"262",523,"gonad",23.91,3.95,5.97916666666667,19.96,0.834797156001673,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,523,"127.33","f"
"263",524,"gonad",10.51,2.03,4.07638888888889,8.48,0.806850618458611,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,524,"141.68","f"
"264",525,"gonad",9,1.76,5.97916666666667,7.24,0.804444444444444,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,525,"110.09","f"
"265",526,"gonad",13.41,2.87,5.97916666666667,10.54,0.785980611483967,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,526,"113.86","f"
"266",527,"gonad",6.18,1.25,4.07638888888889,4.93,0.797734627831715,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,527,"110.76","f"
"267",528,"gonad",13.3,2.16,5.97916666666667,11.14,0.837593984962406,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,528,"133.79","f"
"268",529,"gonad",9.76,2.23,6.03125,7.53,0.771516393442623,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,529,"91.63","m"
"269",530,"gonad",4.29,0.89,5.07291666666667,3.4,0.792540792540792,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,530,"110.83","f"
"270",531,"gonad",9.43,1.93,5.07291666666667,7.5,0.795334040296925,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,531,"105.19","f"
"271",532,"gonad",7.35,0.88,5.07291666666667,6.47,0.880272108843537,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,532,"136.38999999999999","m"
"272",533,"gonad",15.44,2.96,5.97916666666667,12.48,0.808290155440414,2025-04-28,2025-04-29,2025-04-29,"Mersey Seven",-66.700335,41.938335,533,"130.63999999999999","m"
"273",553,"gonad",14.19,2.96,5.97916666666667,11.23,0.791402396053559,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,553,"127.59","f"
"274",554,"gonad",13.87,2.64,5.07291666666667,11.23,0.809661139149243,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,554,"133.04","f"
"275",555,"gonad",14.83,3.07,6.03125,11.76,0.792987188132165,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,555,"126.71","f"
"276",556,"gonad",13.9,2.51,5.07291666666667,11.39,0.819424460431655,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,556,"137.19","m"
"277",557,"gonad",8.87,2,6.03125,6.87,0.774520856820744,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,557,"110.11","m"
"278",558,"gonad",11.26,2.34,4.07638888888889,8.92,0.792184724689165,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,558,"114.79","m"
"279",559,"gonad",16.46,3.1,5.97916666666667,13.36,0.811664641555286,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,559,"121.93","f"
"280",561,"gonad",22.58,5.11,12.0208333333333,17.47,0.773693534100974,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,561,"120.24","m"
"281",562,"gonad",15.13,3.32,5.97916666666667,11.81,0.780568407138136,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,562,"104.13","f"
"282",563,"gonad",17.08,3.57,4.07638888888889,13.51,0.790983606557377,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,563,"115.03","f"
"283",564,"gonad",18.03,3.81,6.03125,14.22,0.788685524126456,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,564,"116.5","f"
"284",565,"gonad",17.8,3.6,5.93055555555556,14.2,0.797752808988764,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,565,"136.16999999999999","f"
"285",566,"gonad",14.65,2.76,5.93055555555556,11.89,0.81160409556314,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,566,"111.03","f"
"286",567,"gonad",22.03,4.77,5.97916666666667,17.26,0.783477076713572,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,567,"131.13999999999999","f"
"287",568,"gonad",14.36,3.04,5.97916666666667,11.32,0.788300835654596,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,568,"125.54","m"
"288",569,"gonad",26.06,5.72,5.97916666666667,20.34,0.780506523407521,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,569,"113.01","m"
"289",570,"gonad",34.5,7.15,8.79166666666667,27.35,0.792753623188406,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,570,"141.06","f"
"290",571,"gonad",20.34,4.27,5.93055555555556,16.07,0.790068829891839,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,571,"118.2","f"
"291",572,"gonad",33.88,6.87,8.79166666666667,27.01,0.797225501770956,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,572,"126.18","f"
"292",573,"gonad",12.21,2.49,5.97916666666667,9.72,0.796068796068796,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,573,"99.46","m"
"293",574,"gonad",21.3,4.6,6.9375,16.7,0.784037558685446,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,574,"129.9","m"
"294",575,"gonad",31.38,7.34,11.9583333333333,24.04,0.766093052899936,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,575,"120.93","m"
"295",576,"gonad",9.07,2.02,6.03125,7.05,0.77728776185226,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,576,"110.52","m"
"296",577,"gonad",14.75,3.37,6.03125,11.38,0.771525423728814,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,577,"111.11","m"
"297",578,"gonad",17.85,3.78,6.03125,14.07,0.788235294117647,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,578,"126.22","f"
"298",579,"gonad",21.94,4.64,11.9583333333333,17.3,0.788514129443938,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,579,"143.61000000000001","m"
"299",580,"gonad",20.3,4.14,6.03125,16.16,0.796059113300493,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,580,"124.78","f"
"300",581,"gonad",15.84,3.29,7.88541666666667,12.55,0.79229797979798,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,581,"138.82","m"
"301",582,"gonad",24.34,5.39,5.97916666666667,18.95,0.778553820870994,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,582,"124.98","f"
"302",583,"gonad",22.4,4.61,5.97916666666667,17.79,0.794196428571429,2025-05-19,2025-05-20,2025-05-20,"Mersey Seven",-66.60333,41.96717,583,"125.32","f"
"303",3005,"gonad",18.42,3.29,7.92708333333333,15.13,0.821389793702497,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3005,"118.8",NA
"304",3006,"gonad",16.3,2.06,6.92708333333333,14.24,0.873619631901841,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3006,"119",NA
"305",3007,"gonad",9.99,2.02,7.92708333333333,7.97,0.797797797797798,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3007,"102.3",NA
"306",3008,"gonad",5.9,1.23,6.92708333333333,4.67,0.791525423728814,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3008,"108.5",NA
"307",3009,"gonad",19.34,4.04,7.92708333333333,15.3,0.791106514994829,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3009,"110.1",NA
"308",3010,"gonad",7.37,1.55,6.92708333333333,5.82,0.789687924016282,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3010,"91.4",NA
"309",3011,"gonad",7.41,1.36,6.92708333333333,6.05,0.816464237516869,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3011,"91.6",NA
"310",3012,"gonad",9.37,1.8,6.92708333333333,7.57,0.807897545357524,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3012,"102.9",NA
"311",3013,"gonad",10.95,1.25,6.92708333333333,9.7,0.885844748858447,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3013,"119.9",NA
"312",3014,"gonad",4.63,0.65,6.92708333333333,3.98,0.859611231101512,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3014,"110.2",NA
"313",3015,"gonad",11.98,1.88,6.79166666666667,10.1,0.843071786310518,2024-05-30,2026-03-24,2024-06-07,"Fundy Leader",-66.73858,41.99833,3015,"119.3",NA
